tool	ceagle 	ceagle 	ceagle 	ceagle 
run set	default	default	default	default
../tpdb-54833d03619e/	status	cputime (s)	walltime (s)	memUsage
C/Ultimate/NonTermination2_false-termination.c	ERROR (3)	13.126168665	13.066924546845257	10543104
C/Ultimate/NonTermination3_false-termination.c	ERROR (3)	2.08173999	2.0723859118297696	8077312
C/Ultimate/NonTerminationSimple2_false-termination.c	true	7.212522803	7.172838032245636	14934016
C/Ultimate/NonTerminationSimple3_false-termination.c	TIMEOUT	300.687351236	300.5372743625194	41807872
C/Ultimate/NonTerminationSimple4_false-termination.c	true	84.324261771	84.03974455967546	41467904
C/Ultimate/NonTerminationSimple5_false-termination.c	TIMEOUT	300.688527354	300.50518734473735	144363520
C/Ultimate/NonTerminationSimple6_false-termination.c	true	6.671208443	6.634626344777644	14684160
C/Ultimate/NonTerminationSimple7_false-termination.c	TIMEOUT	300.689667128	300.45709362998605	55603200
C/Ultimate/NonTerminationSimple8_false-termination.c	TIMEOUT	300.788781428	299.7086759088561	355201024
C/Ultimate/NonTerminationSimple9_false-termination.c	TIMEOUT	300.683456511	300.6681336639449	18186240
C/Ultimate/Nyala-2lex_true-termination.c	ERROR (3)	13.917676965	13.85676622390747	11489280
C/Ultimate/Parallel_true-termination.c	TIMEOUT	300.819121525	298.1929249269888	150163456
C/Ultimate/Pure3Phase_true-termination.c	TIMEOUT	300.809307536	299.5313085373491	190439424
C/Ultimate/RecursiveMultiplication_true-termination.c	true	81.539197012	81.02421108540148	29544448
C/Ultimate/RecursiveNonterminating_false-termination.c	true	1.614987765	1.6071879230439663	8077312
C/Ultimate/Rotation180_false-termination.c	TIMEOUT	300.03415476	296.4570440184325	61513728
C/Ultimate/Stockholm_true-termination.c	TIMEOUT	300.742325882	299.80845581553876	217370624
C/Ultimate/SyntaxSupportPointer01_true-termination.c	ERROR (3)	0.077810387	0.07801473420113325	8749056
C/Ultimate/WhileFalse_true-termination.c	true	0.271984076	0.2708622980862856	8093696
C/Ultimate/WhileTrue_false-termination.c	ERROR (3)	5.948917318	5.948322540149093	730513408
C_Integer/Stroeder_15/2Nested_true-termination.c	true	74.171532744	73.95376114919782	40632320
C_Integer/Stroeder_15/4NestedWith3Variables_true-termination.c	TIMEOUT	300.838530485	299.17777111474425	254550016
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-Fig1_true-termination.c	ERROR (3)	5.680266846	5.654422342777252	8073216
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-Fig2a_true-termination.c	ERROR (3)	8.930730196	8.888598404824734	8511488
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c	ERROR (3)	10.763329853	10.714806670323014	9203712
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c	TIMEOUT	300.798110723	299.57389098219573	188932096
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c	ERROR (3)	15.137574453	15.072995423339307	10932224
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c	ERROR (3)	7.613908062	7.580289560370147	7966720
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c	TIMEOUT	300.800336325	299.5606793500483	144162816
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c	ERROR (3)	9.842189411	9.804493047297	8650752
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-loops_true-termination.c	TIMEOUT	300.806125734	299.53346979711205	163188736
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c	true	158.812897551	156.2766520930454	79605760
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination.c	TIMEOUT	300.790532341	299.6179569326341	136269824
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c	TIMEOUT	300.802699468	299.5491381669417	137981952
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c	TIMEOUT	300.792100647	299.62604977283627	170582016
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c	TIMEOUT	300.792610544	299.6344540864229	199704576
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c	TIMEOUT	300.816607319	299.6146719492972	1130721280
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c	TIMEOUT	300.40076604	297.6633286010474	170295296
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c	TIMEOUT	300.794763906	299.59046546928585	176103424
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c	TIMEOUT	300.799522196	299.5650861412287	155992064
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c	ERROR (3)	6.915024067	6.886119314469397	7929856
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-wcet2_true-termination.c	ERROR (3)	5.352143452	5.326765904203057	7942144
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-while2_true-termination.c	TIMEOUT	300.961446398	299.3521677404642	331313152
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c	ERROR (3)	8.364443496	8.328366765752435	8110080
C_Integer/Stroeder_15/Avery-FLOPS2006-Table1_true-termination.c	TIMEOUT	300.160624665	297.47229105979204	404430848
C_Integer/Stroeder_15/Bangalore_true-termination.c	true	101.723282762	101.30548932775855	60948480
C_Integer/Stroeder_15/Ben-Amram-LMCS2010-Ex2.3_true-termination.c	ERROR (3)	10.210931535	10.164645364508033	8867840
C_Integer/Stroeder_15/Benghazi_true-termination.c	TIMEOUT	301.00536978	298.60868763551116	346603520
C_Integer/Stroeder_15/BradleyMannaSipma-CAV2005-Fig1-modified_false-termination.c	TIMEOUT	300.80388417	299.5387353198603	142585856
C_Integer/Stroeder_15/BradleyMannaSipma-CAV2005-Fig1_true-termination.c	TIMEOUT	300.808179617	299.4946077587083	144314368
C_Integer/Stroeder_15/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c	TIMEOUT	300.798796628	299.6093411780894	167260160
C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c	TIMEOUT	300.803255274	299.5600225497037	134971392
C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c	TIMEOUT	300.790358041	299.65512515231967	185577472
C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c	true	81.297123855	80.92390025127679	51777536
C_Integer/Stroeder_15/Cairo_true-termination.c	true	13.324593239	13.262210262939334	21139456
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c	TIMEOUT	300.769819906	299.8179475944489	141160448
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c	ERROR (3)	12.66178474	12.605295934714377	9838592
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c	ERROR (3)	44.191996944	44.012299394235015	22163456
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c	ERROR (3)	113.573641843	113.10371258016676	47689728
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c	TIMEOUT	300.804830973	299.5600232956931	136200192
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c	TIMEOUT	300.796096261	299.60013392195106	169000960
C_Integer/Stroeder_15/ChenCookFuhsNimkarOHearn-TACAS2014-Introduction_false-termination.c	TIMEOUT	300.691882575	300.414158122614	48394240
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c	ERROR (3)	6.09016557	6.061765164136887	8216576
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c	ERROR (3)	6.761438268	6.730828043073416	7794688
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.03_true-termination.c	ERROR (3)	3.279772632	3.2649908447638154	8093696
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c	ERROR (3)	3.535261877	3.5216571586206555	8089600
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.05_true-termination.c	ERROR (3)	3.419025848	3.4039300121366978	8077312
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c	true	75.633013991	75.40592669975013	44371968
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-termination.c	true	75.980605652	75.74999738577753	39944192
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.03_false-termination.c	ERROR (3)	17.285909205	17.209192376583815	13893632
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.04_false-termination.c	ERROR (3)	25.321669393	25.20970904827118	17997824
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c	ERROR (3)	85.090486028	84.70951963961124	46075904
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c	ERROR (3)	5.02393786	5.002605984918773	7929856
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c	ERROR (3)	20.10417218	20.01133267674595	15175680
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c	ERROR (3)	7.834633772	7.800701360218227	8085504
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c	ERROR (3)	3.719544438	3.7037980929017067	7950336
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c	ERROR (3)	109.043048308	108.38929881714284	59473920
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.12_false-termination.c	TIMEOUT	300.743656051	300.0002909237519	131891200
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c	true	110.64756424	110.33888385817409	56541184
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.14_false-termination.c	ERROR (3)	3.633479904	3.616226451471448	7946240
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.15_false-termination.c	TIMEOUT	300.690232048	300.4263655273244	52264960
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c	true	54.328016911	54.144136065617204	34123776
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.17_false-termination.c	true	61.579845674	61.37214379943907	39403520
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c	ERROR (3)	19.615388649	19.530963317491114	15118336
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c	ERROR (3)	16.567999608	16.492264948785305	13897728
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c	ERROR (3)	9.882044722	9.8393474239856	8695808
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c	TIMEOUT	300.687202527	300.5420776642859	55189504
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.22_true-termination.c	ERROR (3)	5.7514496	5.725395939312875	8073216
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c	TIMEOUT	300.856533477	299.5854476150125	119975936
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.02_false-termination.c	TIMEOUT	300.803456448	299.83088695723563	128360448
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c	TIMEOUT	300.732983196	300.06417556479573	151961600
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c	ERROR (3)	9.206905618	9.167433223687112	8552448
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c	ERROR (3)	6.48702766	6.459329997189343	7954432
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.06_false-termination.c	ERROR (3)	73.91889072	72.98731211386621	56246272
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c	TIMEOUT	300.744736944	299.8727704193443	129392640
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c	TIMEOUT	300.731933787	299.9899352202192	193302528
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c	ERROR (3)	18.469455799	18.390465636737645	12443648
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c	ERROR (3)	7.150034152	7.11935321521014	8216576
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c	ERROR (3)	12.97326341	12.918446362949908	10207232
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Fig1_true-termination.c	TIMEOUT	300.851060453	299.27693432662636	148746240
C_Integer/Stroeder_15/ColonSipma-TACAS2001-Fig1_true-termination.c	ERROR (3)	6.658211701	6.630974031984806	8093696
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig1_true-termination.c	ERROR (3)	3.6642264	3.648804636672139	8224768
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig7a_true-termination.c	ERROR (3)	10.246657891	10.202943784184754	8970240
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig7b_true-termination.c	ERROR (3)	10.294376467	10.249447009526193	8785920
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination.c	TIMEOUT	300.735703699	299.7470247754827	142872576
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8a_true-termination.c	true	71.944739276	71.7002947293222	46669824
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8b_true-termination.c	ERROR (3)	24.935869212	24.83086042664945	15249408
C_Integer/Stroeder_15/Copenhagen_true-termination.c	ERROR (3)	3.381538269	3.3672216329723597	8060928
C_Integer/Stroeder_15/GopanReps-CAV2006-Fig1a_true-termination.c.c	TIMEOUT	300.699980085	300.38047312851995	99532800
C_Integer/Stroeder_15/Gothenburg_true-termination.c	ERROR (3)	11.012915264	10.966699058189988	9117696
C_Integer/Stroeder_15/GulavaniGulwani-CAV2008-Fig1a_true-termination.c	TIMEOUT	300.803919092	299.60715107247233	170315776
C_Integer/Stroeder_15/GulavaniGulwani-CAV2008-Fig1b_true-termination.c	TIMEOUT	300.883054772	299.18692570365965	159907840
C_Integer/Stroeder_15/GulavaniGulwani-CAV2008-Fig1c_true-termination.c	TIMEOUT	300.759193954	299.748386236839	131416064
C_Integer/Stroeder_15/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c	ERROR (3)	25.395660136	25.28127650823444	15241216
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig1_true-termination.c	true	81.233518394	80.95671219751239	46669824
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig4_true-termination.c	true	96.556774343	96.03904816880822	53821440
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c	ERROR (3)	3.20659483	3.192959669046104	8224768
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c	ERROR (3)	50.729594062	50.4730426389724	32866304
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c	ERROR (3)	13.279669138	13.21986251976341	10092544
C_Integer/Stroeder_15/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c	TIMEOUT	300.690956266	300.4834478041157	152879104
C_Integer/Stroeder_15/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination.c	TIMEOUT	300.799817051	299.5868705715984	176914432
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex1_true-termination.c	TIMEOUT	300.828179826	297.5114290192723	108437504
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex7_true-termination.c	TIMEOUT	300.690270201	300.5151185253635	55853056
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex8_true-termination.c	TIMEOUT	300.735751903	299.72453628107905	325001216
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex9_true-termination.c	ERROR (3)	8.535441558	8.497898244298995	8286208
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Fig1_true-termination.c	true	77.219774876	76.97336630150676	42151936
C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex5_false-termination.c	TIMEOUT	300.797828908	299.8240218795836	125812736
C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex6_false-termination.c	ERROR (3)	3.505510807	3.4894873006269336	8216576
C_Integer/Stroeder_15/Lobnya-Boolean-Reordered_true-termination.c	ERROR (3)	11.803807324	11.748392553068697	10964992
C_Integer/Stroeder_15/Madrid_false-termination.c	TIMEOUT	300.687018821	300.6964394459501	166510592
C_Integer/Stroeder_15/Masse-VMCAI2014-Ex6_true-termination.c	TIMEOUT	300.709334268	300.3235592590645	98770944
C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1a_true-termination.c	TIMEOUT	300.721966674	299.9849913325161	417579008
C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1b_true-termination.c	ERROR (3)	58.529975205	58.278921101242304	52621312
C_Integer/Stroeder_15/MenloPark_true-termination.c	TIMEOUT	300.294585785	295.53458346705884	614723584
C_Integer/Stroeder_15/Mysore_true-termination.c	true	181.916781182	181.452989410609	74285056
C_Integer/Stroeder_15/NonTermination1_false-termination.c	ERROR (3)	4.59536539	4.5741979125887156	8089600
C_Integer/Stroeder_15/NonTermination2_false-termination.c	ERROR (3)	3.606215818	3.5908656707033515	8089600
C_Integer/Stroeder_15/NonTermination4_false-termination.c	ERROR (3)	19.282881707	19.173015899024904	15413248
C_Integer/Stroeder_15/NonTerminationSimple2_false-termination.c	true	6.90782558	6.873301333747804	14860288
C_Integer/Stroeder_15/NonTerminationSimple3_false-termination.c	TIMEOUT	300.687741998	300.56225681118667	43573248
C_Integer/Stroeder_15/NonTerminationSimple4_false-termination.c	true	59.253620167	59.03352073673159	34873344
C_Integer/Stroeder_15/NonTerminationSimple5_false-termination.c	TIMEOUT	300.688286022	300.48992999549955	144498688
C_Integer/Stroeder_15/NonTerminationSimple6_false-termination.c	true	48.008199821	47.79006366990507	33542144
C_Integer/Stroeder_15/NonTerminationSimple7_false-termination.c	TIMEOUT	300.689624984	300.5003796843812	54112256
C_Integer/Stroeder_15/NonTerminationSimple8_false-termination.c	TIMEOUT	300.798245228	299.68372462596744	360726528
C_Integer/Stroeder_15/NonTerminationSimple9_false-termination.c	TIMEOUT	300.68399934	300.66946586128324	17125376
C_Integer/Stroeder_15/NoriSharma-FSE2013-Fig7_true-termination.c	ERROR (3)	24.572453138	24.47796838544309	14409728
C_Integer/Stroeder_15/NoriSharma-FSE2013-Fig8_true-termination.c	TIMEOUT	300.785753981	299.6758608799428	157822976
C_Integer/Stroeder_15/Nyala-2lex_true-termination.c	ERROR (3)	0.695566384	0.6929851938039064	8204288
C_Integer/Stroeder_15/Parallel_true-termination.c	ERROR (3)	1.488960121	1.4825937123969197	7663616
C_Integer/Stroeder_15/Piecewise_true-termination.c	ERROR (3)	8.591071305	8.554355141706765	8163328
C_Integer/Stroeder_15/PodelskiRybalchenko-LICS2004-Fig1_true-termination.c	TIMEOUT	300.879121569	299.2114249104634	181510144
C_Integer/Stroeder_15/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c	ERROR (3)	4.111090439	4.093188084661961	7925760
C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c	true	7.78823633	7.745420163497329	15880192
C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig2_true-termination.c	TIMEOUT	300.862861671	299.19021937344223	177754112
C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c	ERROR (3)	3.729462094	3.717435252852738	8085504
C_Integer/Stroeder_15/PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c	TIMEOUT	300.791429419	299.6604358041659	168710144
C_Integer/Stroeder_15/PodelskiRybalchenko-VMCAI2004-Ex2_true-termination.c	ERROR (3)	5.426730922	5.398923011496663	7946240
C_Integer/Stroeder_15/Pure2Phase_true-termination.c	TIMEOUT	300.827411843	299.50511870905757	164048896
C_Integer/Stroeder_15/Pure3Phase_true-termination.c	TIMEOUT	300.802551686	299.5473294677213	189636608
C_Integer/Stroeder_15/Rotation180_false-termination.c	TIMEOUT	300.791527731	299.61697494983673	57290752
C_Integer/Stroeder_15/Stockholm_true-termination.c	TIMEOUT	300.742402034	299.88710984401405	172589056
C_Integer/Stroeder_15/TelAviv-Amir-Minimum_true-termination.c	ERROR (3)	3.805970393	3.789850803092122	8093696
C_Integer/Stroeder_15/Thun_true-termination.c	ERROR (3)	20.697708337	20.599481033161283	15765504
C_Integer/Stroeder_15/Toulouse-BranchesToLoop_true-termination.c	ERROR (3)	6.623265203	6.593286836519837	8118272
C_Integer/Stroeder_15/Toulouse-MultiBranchesToLoop_true-termination.c	ERROR (3)	34.460876778	34.30313995946199	22056960
C_Integer/Stroeder_15/Urban-WST2013-Fig1_false-termination.c	TIMEOUT	300.684824206	300.6136215114966	29503488
C_Integer/Stroeder_15/Urban-WST2013-Fig2-modified1000_true-termination.c	TIMEOUT	300.707852358	300.1590301916003	103768064
C_Integer/Stroeder_15/Urban-WST2013-Fig2_true-termination.c	TIMEOUT	300.699151196	300.38458881434053	88317952
C_Integer/Stroeder_15/UrbanMine-ESOP2014-Fig3_true-termination.c	ERROR (3)	3.555544596	3.540092784911394	8069120
C_Integer/Stroeder_15/Velroyen_false-termination.c	TIMEOUT	300.703258022	300.23274785187095	165752832
C_Integer/Stroeder_15/Waldkirch_true-termination.c	true	6.128314241	6.08931437227875	15134720
C_Integer/Stroeder_15/WhileFalse_true-termination.c	true	0.223495551	0.2222510501742363	8089600
C_Integer/Stroeder_15/WhileTrue_false-termination.c	ERROR (3)	6.018441032	6.017246481962502	734281728
C_Integer/Stroeder_15/aaron2_true-termination.c	ERROR (3)	7.087299823	7.055794334039092	8224768
C_Integer/Stroeder_15/aaron3_true-termination.c	ERROR (3)	16.236093392	16.166316303424537	11358208
C_Integer/Stroeder_15/easy1_true-termination.c	TIMEOUT	300.485607635	295.32067850604653	208818176
C_Integer/Stroeder_15/easy2_true-termination.c	TIMEOUT	300.368752049	294.0932997018099	606711808
C_Integer/Stroeder_15/gcd1_true-termination.c	TIMEOUT	300.799210872	299.58651038631797	154955776
C_Integer/Stroeder_15/genady_true-termination.c	true	81.273978458	80.91512661892921	50724864
C_Integer/Stroeder_15/min_rf_true-termination.c	ERROR (3)	3.728700118	3.7146276207640767	8069120
C_Integer/Ton_Chanh_15/2Nested_false-termination.c	true	74.479674676	74.25046103354543	42110976
C_Integer/Ton_Chanh_15/Bangalore_false-termination.c	TIMEOUT	300.689635239	300.5173830855638	53817344
C_Integer/Ton_Chanh_15/Bangalore_v2_false-termination.c	TIMEOUT	300.692893445	300.4106489038095	64565248
C_Integer/Ton_Chanh_15/Bangalore_v3_false-termination.c	TIMEOUT	300.699273044	300.25375303346664	72925184
C_Integer/Ton_Chanh_15/Bangalore_v4_true-termination.c	TIMEOUT	300.727070679	299.45289073325694	86786048
C_Integer/Ton_Chanh_15/Benghazi_nondet_true-termination.c	TIMEOUT	300.828889911	299.12012578547	185630720
C_Integer/Ton_Chanh_15/Cairo_nondet_false-termination.c	true	21.66283377	21.566894859075546	24076288
C_Integer/Ton_Chanh_15/Cairo_step2_false-termination.c	true	13.048380224	12.984524610452354	22265856
C_Integer/Ton_Chanh_15/Copenhagen_disj_true-termination.c	ERROR (3)	1.354936986	1.348907164297998	8060928
C_Integer/Ton_Chanh_15/Gothenburg_v2_true-termination.c	ERROR (3)	28.491005935	28.370846460573375	16244736
C_Integer/Ton_Chanh_15/Hanoi_2vars_false-termination.c	true	76.313567819	75.93309926241636	43208704
C_Integer/Ton_Chanh_15/Hanoi_3vars_false-termination.c	TIMEOUT	300.732143959	300.087339005433	150978560
C_Integer/Ton_Chanh_15/Hanoi_plus_false-termination.c	TIMEOUT	300.735021272	299.94111468084157	168890368
C_Integer/Ton_Chanh_15/McCarthy91_Iteration_true-termination.c	TIMEOUT	300.748137788	299.67522789444774	452333568
C_Integer/Ton_Chanh_15/Mysore_false-termination.c	true	182.104163995	181.5523497192189	79126528
C_Integer/Ton_Chanh_15/Singapore_plus_false-termination.c	true	187.108789668	186.5511768888682	68464640
C_Integer/Ton_Chanh_15/Singapore_true-termination.c	true	230.004780565	228.76912336144596	84733952
C_Integer/Ton_Chanh_15/Singapore_v1_false-termination.c	true	191.526706008	191.12212678790092	71012352
C_Integer/Ton_Chanh_15/Singapore_v2_false-termination.c	true	192.528872826	191.931853255257	72802304
