tool	kittel 	kittel 	kittel 	kittel 
run set	default	default	default	default
../tpdb-54833d03619e/	status	cputime (s)	walltime (s)	memUsage
C/Ultimate/NonTerminationSimple5_false-termination.c	false(termination)	1.772939328	1.7612079661339521	8781824
C/Ultimate/NonTerminationSimple6_false-termination.c	TIMEOUT	300.684522305	300.70632670633495	89976832
C/Ultimate/NonTerminationSimple7_false-termination.c	TIMEOUT	300.681262961	300.715861171484	69783552
C/Ultimate/NonTerminationSimple8_false-termination.c	TIMEOUT	300.877484055	298.80869967862964	56467456
C/Ultimate/NonTerminationSimple9_false-termination.c	TIMEOUT	300.685364695	300.70453927572817	136069120
C/Ultimate/Nyala-2lex_true-termination.c	true	0.473531098	0.47181518096476793	7880704
C/Ultimate/Parallel_true-termination.c	true	0.376312718	0.3752116998657584	7827456
C/Ultimate/Pure3Phase_true-termination.c	TIMEOUT	300.685391097	300.67232827004045	279748608
C/Ultimate/RecursiveMultiplication_true-termination.c	true	0.437950901	0.4365210700780153	7725056
C/Ultimate/RecursiveNonterminating_false-termination.c	TIMEOUT	300.683038802	300.7110273782164	103731200
C/Ultimate/Rotation180_false-termination.c	false(termination)	0.192138709	0.19185822363942862	8015872
C/Ultimate/Stockholm_true-termination.c	TIMEOUT	300.682221886	300.70685603655875	51703808
C/Ultimate/SyntaxSupportPointer01_true-termination.c	false(termination)	0.366557854	0.3656503800302744	8413184
C/Ultimate/WhileFalse_true-termination.c	true	0.035697083	0.0358886057510972	7888896
C/Ultimate/WhileTrue_false-termination.c	false(termination)	0.184409545	0.18406681437045336	7884800
C_Integer/Stroeder_15/2Nested_true-termination.c	true	0.398851218	0.39744468592107296	8015872
C_Integer/Stroeder_15/4NestedWith3Variables_true-termination.c	true	0.49430881	0.49270836263895035	8388608
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-Fig1_true-termination.c	true	0.630471702	0.6278468165546656	7741440
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-Fig2a_true-termination.c	true	0.43588606	0.434393098577857	8015872
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c	true	5.773923396	5.760971798561513	15085568
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c	true	0.572016258	0.5696594333276153	7864320
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c	true	3.485187123	3.473163580521941	31731712
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c	true	0.580717402	0.5783363655209541	8015872
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c	true	0.521866746	0.51987299695611	7892992
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c	true	0.344819292	0.3437850270420313	7757824
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-loops_true-termination.c	TIMEOUT	300.682003251	300.7231464711949	133513216
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c	true	0.221318863	0.22075972612947226	7909376
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination.c	true	0.46257894	0.46056351903826	7852032
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c	true	0.26547757	0.26462626922875643	7888896
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c	true	0.822916039	0.8193937540054321	7888896
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c	TIMEOUT	300.685188925	300.6223177667707	50642944
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c	TIMEOUT	300.682538815	300.7196884676814	380018688
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c	false(termination)	0.637602617	0.6348661025986075	7852032
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c	true	0.540952648	0.5386537918820977	7962624
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c	TIMEOUT	300.681502814	300.7028403580189	51798016
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c	true	0.308162944	0.30737811978906393	7970816
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-wcet2_true-termination.c	true	0.386857206	0.3853842709213495	7839744
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-while2_true-termination.c	true	0.305189407	0.3039733646437526	7880704
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c	true	0.532381525	0.5295901410281658	8015872
C_Integer/Stroeder_15/Avery-FLOPS2006-Table1_true-termination.c	true	0.39883719	0.3974591391161084	7741440
C_Integer/Stroeder_15/Bangalore_true-termination.c	TIMEOUT	300.679933726	300.7150625642389	69718016
C_Integer/Stroeder_15/Ben-Amram-LMCS2010-Ex2.3_true-termination.c	true	0.623757425	0.6213863603770733	7917568
C_Integer/Stroeder_15/Benghazi_true-termination.c	true	0.332515835	0.3313207132741809	7888896
C_Integer/Stroeder_15/BradleyMannaSipma-CAV2005-Fig1-modified_false-termination.c	TIMEOUT	300.683023416	300.70310043450445	334438400
C_Integer/Stroeder_15/BradleyMannaSipma-CAV2005-Fig1_true-termination.c	TIMEOUT	300.686967565	300.70526468846947	336506880
C_Integer/Stroeder_15/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c	TIMEOUT	300.685198573	300.6728348908946	255356928
C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c	true	0.352014198	0.35092546977102757	7884800
C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c	TIMEOUT	300.683383663	300.71476910822093	379658240
C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c	true	0.374012517	0.37269476242363453	7884800
C_Integer/Stroeder_15/Cairo_true-termination.c	TIMEOUT	300.685835289	300.7022441793233	87384064
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c	TIMEOUT	300.68333911	300.69919319916517	83976192
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c	true	3.530363402	3.5202444437891245	23113728
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c	TIMEOUT	300.683553987	300.6943709477782	521953280
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c	true	3.769238892	3.766965478658676	82784256
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c	true	0.250845705	0.25004308577626944	7892992
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c	true	0.763331017	0.7599321585148573	7888896
C_Integer/Stroeder_15/ChenCookFuhsNimkarOHearn-TACAS2014-Introduction_false-termination.c	TIMEOUT	300.681019505	300.7028840407729	22781952
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c	true	0.419514524	0.4181437538936734	8015872
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c	true	0.348909604	0.3473810814321041	7700480
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.03_true-termination.c	true	0.32861297	0.3276399243623018	7720960
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c	true	0.302672993	0.30195109359920025	7987200
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.05_true-termination.c	true	0.305215482	0.30417805165052414	7737344
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c	true	0.363460653	0.36247879825532436	7974912
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-termination.c	TIMEOUT	300.681952645	300.7066085450351	38055936
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.03_false-termination.c	TIMEOUT	300.682031546	300.71514079067856	53026816
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.04_false-termination.c	TIMEOUT	300.682775205	300.71120073925704	144621568
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c	TIMEOUT	300.682117025	300.70521482266486	27258880
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c	true	0.441471246	0.4400355378165841	7692288
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c	true	0.338465932	0.3372301980853081	7692288
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c	true	0.40784558	0.4063567714765668	8015872
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c	true	0.200403696	0.19994906056672335	7856128
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c	TIMEOUT	300.682982826	300.71924166195095	562372608
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.12_false-termination.c	TIMEOUT	300.682224588	300.7030817307532	74235904
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c	true	0.323155196	0.32228615786880255	8015872
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.14_false-termination.c	false(termination)	29.450915224	29.59811857994646	25092096
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.15_false-termination.c	TIMEOUT	300.684156449	300.7072062501684	70774784
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c	true	0.285638251	0.28481751680374146	7745536
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.17_false-termination.c	TIMEOUT	300.678666153	300.7036279756576	88637440
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c	true	0.388854885	0.38781468383967876	7733248
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c	true	0.212260384	0.211536624468863	7716864
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c	true	0.310712601	0.3095879890024662	7737344
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c	true	0.354546355	0.3533650264143944	7888896
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.22_true-termination.c	true	0.384416368	0.3832311863079667	8015872
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c	true	0.397524678	0.39635805133730173	7888896
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.02_false-termination.c	TIMEOUT	300.68267404	300.7064648633823	55709696
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c	TIMEOUT	300.682333983	300.71283274982125	67022848
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c	true	0.448886865	0.44748939014971256	8384512
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c	true	0.359488583	0.3581993533298373	7749632
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.06_false-termination.c	TIMEOUT	300.68282944	300.7070877365768	87629824
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c	true	0.379302735	0.3782176002860069	7884800
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c	true	0.31715725	0.3162992289289832	7880704
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c	true	0.502226557	0.5006597712635994	8298496
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c	true	0.264806714	0.2639403473585844	7847936
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c	true	0.577603072	0.5764059126377106	8351744
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Fig1_true-termination.c	true	0.271765166	0.270913565531373	8015872
C_Integer/Stroeder_15/ColonSipma-TACAS2001-Fig1_true-termination.c	true	0.319715982	0.3188102785497904	7884800
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig1_true-termination.c	true	0.496687698	0.4948014421388507	7983104
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig7a_true-termination.c	true	0.553564914	0.551528506912291	7856128
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig7b_true-termination.c	true	2.184093615	2.1751907654106617	8986624
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination.c	true	0.39867459	0.39709142595529556	7983104
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8a_true-termination.c	true	0.371670368	0.3703271523118019	7880704
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8b_true-termination.c	false(termination)	0.691115155	0.6880640545859933	7888896
C_Integer/Stroeder_15/Copenhagen_true-termination.c	true	0.286124606	0.2855650316923857	7884800
C_Integer/Stroeder_15/GopanReps-CAV2006-Fig1a_true-termination.c.c	true	0.306150217	0.3051547911018133	7733248
C_Integer/Stroeder_15/Gothenburg_true-termination.c	TIMEOUT	300.682865262	300.70258594397455	64770048
C_Integer/Stroeder_15/GulavaniGulwani-CAV2008-Fig1a_true-termination.c	true	0.555803025	0.5537564717233181	7749632
C_Integer/Stroeder_15/GulavaniGulwani-CAV2008-Fig1b_true-termination.c	true	0.341049992	0.3399619050323963	7733248
C_Integer/Stroeder_15/GulavaniGulwani-CAV2008-Fig1c_true-termination.c	true	0.231274545	0.23051003366708755	7856128
C_Integer/Stroeder_15/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c	false(termination)	14.668540269	14.64164805971086	150347776
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig1_true-termination.c	true	0.429262482	0.4277955247089267	8015872
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig4_true-termination.c	true	0.236042741	0.23548738285899162	8015872
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c	true	0.21085653	0.21023568604141474	7974912
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c	TIMEOUT	300.683096712	300.7036281535402	51855360
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c	TIMEOUT	300.682690616	300.7110052574426	63311872
C_Integer/Stroeder_15/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c	true	0.327028959	0.3260579239577055	7757824
C_Integer/Stroeder_15/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination.c	true	0.865405592	0.8618481131270528	8515584
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex1_true-termination.c	true	0.27468474	0.27388030756264925	7692288
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex7_true-termination.c	true	0.343985028	0.34282378014177084	7884800
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex8_true-termination.c	true	0.297528926	0.29639549273997545	7880704
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex9_true-termination.c	true	0.761016556	0.757287654094398	8331264
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Fig1_true-termination.c	true	0.417701001	0.4163481593132019	7733248
C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex5_false-termination.c	TIMEOUT	300.684073123	300.7038355404511	110276608
C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex6_false-termination.c	TIMEOUT	300.681660503	300.708284156397	103264256
C_Integer/Stroeder_15/Lobnya-Boolean-Reordered_true-termination.c	true	0.374939141	0.37382712960243225	7749632
C_Integer/Stroeder_15/Madrid_false-termination.c	false(termination)	0.162153345	0.16176786087453365	7868416
C_Integer/Stroeder_15/Masse-VMCAI2014-Ex6_true-termination.c	true	0.303541368	0.3026783689856529	7880704
C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1a_true-termination.c	true	0.414575841	0.41301666386425495	7729152
C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1b_true-termination.c	true	27.075455174	26.95519653521478	11702272
C_Integer/Stroeder_15/MenloPark_true-termination.c	TIMEOUT	300.682239078	300.712392446585	274976768
C_Integer/Stroeder_15/Mysore_true-termination.c	true	0.517428978	0.5157326152548194	7925760
C_Integer/Stroeder_15/NonTermination1_false-termination.c	TIMEOUT	300.683534042	300.7149242358282	86138880
C_Integer/Stroeder_15/NonTermination2_false-termination.c	TIMEOUT	300.690130012	300.70300886407495	549904384
C_Integer/Stroeder_15/NonTermination4_false-termination.c	TIMEOUT	300.686354909	300.7022752100602	114962432
C_Integer/Stroeder_15/NonTerminationSimple2_false-termination.c	TIMEOUT	300.684331366	300.7045630244538	87207936
C_Integer/Stroeder_15/NonTerminationSimple3_false-termination.c	TIMEOUT	300.684476209	300.7093715760857	67653632
C_Integer/Stroeder_15/NonTerminationSimple4_false-termination.c	false(termination)	0.367013195	0.36595502961426973	7729152
C_Integer/Stroeder_15/NonTerminationSimple5_false-termination.c	false(termination)	1.823069951	1.810903956182301	8675328
C_Integer/Stroeder_15/NonTerminationSimple6_false-termination.c	TIMEOUT	300.68334642	300.7042430015281	89825280
C_Integer/Stroeder_15/NonTerminationSimple7_false-termination.c	TIMEOUT	300.684289478	300.70702613238245	67493888
C_Integer/Stroeder_15/NonTerminationSimple8_false-termination.c	TIMEOUT	300.877936719	298.8037627991289	45232128
C_Integer/Stroeder_15/NonTerminationSimple9_false-termination.c	TIMEOUT	300.684926443	300.71109636873007	136663040
C_Integer/Stroeder_15/NoriSharma-FSE2013-Fig7_true-termination.c	true	0.297757688	0.29677438270300627	7884800
C_Integer/Stroeder_15/NoriSharma-FSE2013-Fig8_true-termination.c	true	0.519984529	0.5179042397066951	7987200
C_Integer/Stroeder_15/Nyala-2lex_true-termination.c	true	0.482794613	0.48136232048273087	7864320
C_Integer/Stroeder_15/Parallel_true-termination.c	true	0.494223068	0.492421698756516	8015872
C_Integer/Stroeder_15/Piecewise_true-termination.c	true	0.974928125	0.9699006620794535	9023488
C_Integer/Stroeder_15/PodelskiRybalchenko-LICS2004-Fig1_true-termination.c	TIMEOUT	300.682828622	300.71068532578647	133242880
C_Integer/Stroeder_15/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c	TIMEOUT	300.792406497	299.6415009852499	39854080
C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c	true	0.26523517	0.2648297380656004	8019968
C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig2_true-termination.c	true	0.327652251	0.3266121121123433	7970816
C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c	true	0.54724848	0.5454551884904504	8015872
C_Integer/Stroeder_15/PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c	true	0.370386704	0.36889708042144775	7749632
C_Integer/Stroeder_15/PodelskiRybalchenko-VMCAI2004-Ex2_true-termination.c	true	0.314473639	0.3134662639349699	7880704
C_Integer/Stroeder_15/Pure2Phase_true-termination.c	true	0.280610017	0.27943670377135277	7868416
C_Integer/Stroeder_15/Pure3Phase_true-termination.c	TIMEOUT	300.686164894	300.6707969913259	278147072
C_Integer/Stroeder_15/Rotation180_false-termination.c	false(termination)	0.14571027	0.14544625021517277	7860224
C_Integer/Stroeder_15/Stockholm_true-termination.c	TIMEOUT	300.682195833	300.71408128831536	51871744
C_Integer/Stroeder_15/TelAviv-Amir-Minimum_true-termination.c	TIMEOUT	300.687002818	300.59836813621223	304447488
C_Integer/Stroeder_15/Thun_true-termination.c	true	0.386685836	0.3856328586116433	8015872
C_Integer/Stroeder_15/Toulouse-BranchesToLoop_true-termination.c	TIMEOUT	300.683347555	300.707541000098	86179840
C_Integer/Stroeder_15/Toulouse-MultiBranchesToLoop_true-termination.c	TIMEOUT	300.684645082	300.7064667949453	84938752
C_Integer/Stroeder_15/Urban-WST2013-Fig1_false-termination.c	false(termination)	0.460399859	0.458511421456933	7938048
C_Integer/Stroeder_15/Urban-WST2013-Fig2-modified1000_true-termination.c	true	0.301454669	0.3004559110850096	7581696
C_Integer/Stroeder_15/Urban-WST2013-Fig2_true-termination.c	true	0.298943516	0.29792262706905603	7868416
C_Integer/Stroeder_15/UrbanMine-ESOP2014-Fig3_true-termination.c	true	2.513386037	2.5031640101224184	8863744
C_Integer/Stroeder_15/Velroyen_false-termination.c	false(termination)	0.763159099	0.7601029323413968	7888896
C_Integer/Stroeder_15/Waldkirch_true-termination.c	true	0.249808491	0.24918194860219955	7888896
C_Integer/Stroeder_15/WhileFalse_true-termination.c	true	0.061176656	0.061328000389039516	7884800
C_Integer/Stroeder_15/WhileTrue_false-termination.c	false(termination)	0.18555596	0.1853149365633726	7843840
C_Integer/Stroeder_15/aaron2_true-termination.c	true	0.68966746	0.6869202768430114	7970816
C_Integer/Stroeder_15/aaron3_true-termination.c	true	0.803076457	0.8010578425601125	13111296
C_Integer/Stroeder_15/easy1_true-termination.c	true	0.281458305	0.280424945987761	7733248
C_Integer/Stroeder_15/easy2_true-termination.c	true	0.216511119	0.21596228331327438	7585792
C_Integer/Stroeder_15/gcd1_true-termination.c	TIMEOUT	300.683153754	300.7134249974042	184479744
C_Integer/Stroeder_15/genady_true-termination.c	true	0.233923582	0.23333797603845596	7884800
C_Integer/Stroeder_15/min_rf_true-termination.c	TIMEOUT	300.690126035	300.4810146307573	269529088
C_Integer/Ton_Chanh_15/2Nested_false-termination.c	TIMEOUT	300.681920686	300.708631709218	38273024
C_Integer/Ton_Chanh_15/Bangalore_false-termination.c	TIMEOUT	300.682677558	300.7069973060861	67457024
C_Integer/Ton_Chanh_15/Bangalore_v2_false-termination.c	TIMEOUT	300.69691505	300.72461449634284	67682304
C_Integer/Ton_Chanh_15/Bangalore_v3_false-termination.c	TIMEOUT	300.683504749	300.703768835403	69345280
C_Integer/Ton_Chanh_15/Bangalore_v4_true-termination.c	TIMEOUT	300.683273736	300.7106273844838	67829760
C_Integer/Ton_Chanh_15/Benghazi_nondet_true-termination.c	true	0.434590271	0.43319197464734316	7692288
C_Integer/Ton_Chanh_15/Cairo_nondet_false-termination.c	TIMEOUT	300.681622531	300.7033593058586	87597056
C_Integer/Ton_Chanh_15/Cairo_step2_false-termination.c	TIMEOUT	300.684885938	300.70464683976024	86417408
C_Integer/Ton_Chanh_15/Copenhagen_disj_true-termination.c	TIMEOUT	300.683285502	300.62301865778863	54341632
C_Integer/Ton_Chanh_15/Gothenburg_v2_true-termination.c	TIMEOUT	300.682903998	300.7078527472913	64651264
C_Integer/Ton_Chanh_15/Hanoi_2vars_false-termination.c	TIMEOUT	300.681577157	300.707129589282	37163008
C_Integer/Ton_Chanh_15/Hanoi_3vars_false-termination.c	TIMEOUT	300.682626743	300.71500580664724	67829760
C_Integer/Ton_Chanh_15/Hanoi_plus_false-termination.c	TIMEOUT	300.682475546	300.71073696855456	149061632
C_Integer/Ton_Chanh_15/McCarthy91_Iteration_true-termination.c	true	0.537815523	0.5354047566652298	7884800
C_Integer/Ton_Chanh_15/Mysore_false-termination.c	TIMEOUT	300.68421387	300.70683325175196	72925184
C_Integer/Ton_Chanh_15/Singapore_plus_false-termination.c	TIMEOUT	300.683157806	300.70379380043596	108728320
C_Integer/Ton_Chanh_15/Singapore_true-termination.c	TIMEOUT	300.68288267	300.7145000519231	106663936
C_Integer/Ton_Chanh_15/Singapore_v1_false-termination.c	TIMEOUT	300.682848698	300.7029952360317	106426368
C_Integer/Ton_Chanh_15/Singapore_v2_false-termination.c	TIMEOUT	300.682722167	300.7147948043421	104415232
