tool	ctrl 	ctrl 	ctrl 	ctrl 
run set	default	default	default	default
../tpdb-54833d03619e/	status	cputime (s)	walltime (s)	memUsage
C/Ultimate/Arrays03-ValueRestictsIndex_true-termination.c	ERROR (2)	0.012593096	0.012817516922950745	1753088
C/Ultimate/Bangalore_true-termination.c	ERROR (2)	0.011409845	0.011608866043388844	1605632
C/Ultimate/Cairo_true-termination.c	ERROR (2)	0.012322062	0.014515587128698826	1679360
C/Ultimate/Collatz_unknown-termination.c	ERROR (2)	0.011936301	0.012203603982925415	1630208
C/Ultimate/Division_false-termination.c	ERROR (2)	0.012445595	0.012722562998533249	1761280
C/Ultimate/Gothenburg_true-termination.c	ERROR (2)	0.012616822	0.012801489792764187	1765376
C/Ultimate/LexIndexValue-Array_true-termination.c	ERROR (2)	0.012031417	0.012264221906661987	1630208
C/Ultimate/LexIndexValue-Pointer_true-termination.c	ERROR (2)	0.011277493	0.011485598050057888	1630208
C/Ultimate/Lobnya-Boolean-Reordered_true-termination.c	ERROR (2)	0.01265488	0.012897773645818233	1757184
C/Ultimate/Madrid_false-termination.c	unknown	0.156397427	0.15581740625202656	8671232
C/Ultimate/Mysore_true-termination.c	ERROR (2)	0.012299805	0.012525384314358234	1773568
C/Ultimate/NonTermination2_false-termination.c	ERROR (2)	0.012261873	0.012536388821899891	1765376
C/Ultimate/NonTermination3_false-termination.c	ERROR (2)	0.011761245	0.011939463205635548	1773568
C/Ultimate/NonTerminationSimple2_false-termination.c	ERROR (2)	0.012469505	0.012711284682154655	1757184
C/Ultimate/NonTerminationSimple3_false-termination.c	ERROR (2)	0.012594064	0.012796024791896343	3395584
C/Ultimate/NonTerminationSimple4_false-termination.c	ERROR (2)	0.012711727	0.012913434766232967	1630208
C/Ultimate/NonTerminationSimple5_false-termination.c	ERROR (2)	0.012002929	0.01223078928887844	1777664
C/Ultimate/NonTerminationSimple6_false-termination.c	ERROR (2)	0.012705146	0.015796087682247162	1777664
C/Ultimate/NonTerminationSimple7_false-termination.c	ERROR (2)	0.011660123	0.011889168992638588	1642496
C/Ultimate/NonTerminationSimple8_false-termination.c	ERROR (2)	0.011042896	0.011245193891227245	1765376
C/Ultimate/NonTerminationSimple9_false-termination.c	ERROR (2)	0.012234125	0.012421765364706516	1654784
C/Ultimate/Nyala-2lex_true-termination.c	ERROR (2)	0.012682498	0.012946567498147488	1769472
C/Ultimate/Parallel_true-termination.c	ERROR (2)	0.010055701	0.010206346400082111	1638400
C/Ultimate/Pure3Phase_true-termination.c	ERROR (2)	0.012137417	0.012380959466099739	1634304
C/Ultimate/RecursiveMultiplication_true-termination.c	ERROR (2)	0.012736072	0.013033758848905563	1634304
C/Ultimate/RecursiveNonterminating_false-termination.c	ERROR (2)	0.012873629	0.013095047324895859	1765376
C/Ultimate/Rotation180_false-termination.c	ERROR (2)	0.011551476	0.01178375631570816	1777664
C/Ultimate/Stockholm_true-termination.c	ERROR (2)	0.012574364	0.012795048765838146	1642496
C/Ultimate/SyntaxSupportPointer01_true-termination.c	ERROR (2)	0.011429556	0.01166878268122673	1642496
C/Ultimate/WhileFalse_true-termination.c	true	0.026182535	0.02645044308155775	4452352
C/Ultimate/WhileTrue_false-termination.c	unknown	0.043640166	0.04377374425530434	8765440
C_Integer/Stroeder_15/2Nested_true-termination.c	ERROR (2)	0.012107135	0.01468820683658123	1765376
C_Integer/Stroeder_15/4NestedWith3Variables_true-termination.c	ERROR (2)	0.011918048	0.012187869288027287	1765376
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-Fig1_true-termination.c	ERROR (2)	0.012488822	0.01271696574985981	1744896
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-Fig2a_true-termination.c	ERROR (2)	0.012625543	0.012935740873217583	1634304
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c	ERROR (2)	0.012187432	0.01256198063492775	1753088
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-complex_true-termination.c	ERROR (2)	0.012495259	0.012689998373389244	1486848
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c	ERROR (2)	0.012859308	0.013110972940921783	1720320
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c	ERROR (2)	0.012614046	0.012799671851098537	1613824
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c	ERROR (2)	0.012915688	0.01315215788781643	1728512
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c	ERROR (2)	0.01260072	0.012827504426240921	1626112
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-loops_true-termination.c	ERROR (2)	0.012527366	0.012810133397579193	1671168
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c	ERROR (2)	0.012716531	0.012949859723448753	3395584
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination.c	ERROR (2)	0.012256293	0.015462599694728851	1753088
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c	ERROR (2)	0.011619272	0.011954167857766151	1761280
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c	ERROR (2)	0.012334377	0.012563553638756275	1617920
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c	ERROR (2)	0.012676445	0.012929243966937065	1753088
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c	ERROR (2)	0.012621694	0.012869603931903839	1757184
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c	ERROR (2)	0.01191738	0.012155446223914623	1622016
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c	ERROR (2)	0.01288446	0.01311353500932455	1757184
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c	ERROR (2)	0.012460427	0.0127125084400177	1490944
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c	ERROR (2)	0.012569832	0.01286456547677517	1511424
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-wcet2_true-termination.c	ERROR (2)	0.011827751	0.012109187431633472	1617920
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-while2_true-termination.c	ERROR (2)	0.011431876	0.011685113422572613	1765376
C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c	ERROR (2)	0.011344516	0.011519595049321651	1626112
C_Integer/Stroeder_15/Avery-FLOPS2006-Table1_true-termination.c	ERROR (2)	0.012035611	0.012223439291119576	1626112
C_Integer/Stroeder_15/Bangalore_true-termination.c	ERROR (2)	0.012426268	0.012676608748733997	1773568
C_Integer/Stroeder_15/Ben-Amram-LMCS2010-Ex2.3_true-termination.c	ERROR (2)	0.012573224	0.012872557155787945	1757184
C_Integer/Stroeder_15/Benghazi_true-termination.c	ERROR (2)	0.012666999	0.012874321080744267	1626112
C_Integer/Stroeder_15/BradleyMannaSipma-CAV2005-Fig1-modified_false-termination.c	ERROR (2)	0.012553459	0.01286482997238636	1757184
C_Integer/Stroeder_15/BradleyMannaSipma-CAV2005-Fig1_true-termination.c	ERROR (2)	0.012437787	0.01270324271172285	1761280
C_Integer/Stroeder_15/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c	ERROR (2)	0.012821743	0.013073158450424671	1617920
C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c	ERROR (2)	0.012366351	0.012669777497649193	1634304
C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c	ERROR (2)	0.013222638	0.01346080843359232	1630208
C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c	ERROR (2)	0.012507837	0.012788449414074421	1765376
C_Integer/Stroeder_15/Cairo_true-termination.c	ERROR (2)	0.012660651	0.012913084588944912	1757184
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c	ERROR (2)	0.01253683	0.01274071540683508	1761280
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c	ERROR (2)	0.012182386	0.01304580457508564	1609728
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c	ERROR (2)	0.012442771	0.012643888592720032	3506176
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c	ERROR (2)	0.013066757	0.014020264148712158	1753088
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c	ERROR (2)	0.012541015	0.012707807123661041	1761280
C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c	ERROR (2)	0.012324194	0.013381699100136757	1748992
C_Integer/Stroeder_15/ChenCookFuhsNimkarOHearn-TACAS2014-Introduction_false-termination.c	ERROR (2)	0.011372917	0.011615484021604061	1626112
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c	ERROR (2)	0.011740132	0.011984283104538918	1736704
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c	ERROR (2)	0.011048902	0.011229580268263817	1626112
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.03_true-termination.c	ERROR (2)	0.012021351	0.012227434664964676	1630208
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c	ERROR (2)	0.012928433	0.013179894536733627	1630208
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.05_true-termination.c	ERROR (2)	0.012928161	0.013178066350519657	1630208
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c	ERROR (2)	0.013004147	0.013232237659394741	1761280
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-termination.c	ERROR (2)	0.012538609	0.01607327163219452	1720320
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.03_false-termination.c	ERROR (2)	0.012745281	0.013138041831552982	1753088
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.04_false-termination.c	ERROR (2)	0.011706981	0.014636456966400146	1761280
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c	ERROR (2)	0.011677028	0.011903300881385803	1748992
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c	ERROR (2)	0.011474722	0.011660248972475529	1769472
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c	ERROR (2)	0.01112679	0.011378989554941654	1495040
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c	ERROR (2)	0.012603488	0.01281776838004589	1748992
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c	ERROR (2)	0.012842057	0.0131051791831851	1630208
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c	ERROR (2)	0.01176015	0.01200952660292387	1626112
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.12_false-termination.c	ERROR (2)	0.013181867	0.013407818041741848	1732608
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c	ERROR (2)	0.012414249	0.013248045928776264	1757184
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.14_false-termination.c	ERROR (2)	0.011715292	0.012020701542496681	1744896
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.15_false-termination.c	ERROR (2)	0.012353446	0.012752288021147251	1622016
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c	ERROR (2)	0.012332208	0.012598575092852116	1626112
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.17_false-termination.c	ERROR (2)	0.012764518	0.01303813699632883	1757184
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c	ERROR (2)	0.012395941	0.012689445167779922	3403776
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c	ERROR (2)	0.012770172	0.01301572471857071	1761280
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c	ERROR (2)	0.012792251	0.013003837317228317	1630208
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c	ERROR (2)	0.013214273	0.013405140489339828	1753088
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.22_true-termination.c	ERROR (2)	0.01145955	0.011712117120623589	1622016
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c	ERROR (2)	0.012544998	0.012740935198962688	1736704
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.02_false-termination.c	ERROR (2)	0.011871735	0.012119997292757034	1613824
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c	ERROR (2)	0.011096744	0.01135492604225874	1753088
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c	ERROR (2)	0.011470895	0.011712979525327682	3522560
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c	ERROR (2)	0.010810444	0.011005531065165997	1474560
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.06_false-termination.c	ERROR (2)	0.012704004	0.012923167087137699	1740800
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.07_true-termination.c	ERROR (2)	0.012814992	0.013061299920082092	1740800
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c	ERROR (2)	0.012858344	0.012997469864785671	1495040
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c	ERROR (2)	0.012635866	0.012873424217104912	1634304
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c	ERROR (2)	0.011365208	0.01159913931041956	1617920
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c	ERROR (2)	0.012733187	0.012953968718647957	3514368
C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Fig1_true-termination.c	ERROR (2)	0.01262717	0.012888999655842781	1753088
C_Integer/Stroeder_15/ColonSipma-TACAS2001-Fig1_true-termination.c	ERROR (2)	0.012246897	0.012537527829408646	1683456
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig1_true-termination.c	ERROR (2)	0.011017599	0.011296072974801064	1630208
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig7a_true-termination.c	ERROR (2)	0.01280478	0.012980573810636997	1626112
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig7b_true-termination.c	ERROR (2)	0.012335861	0.012680473737418652	1495040
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination.c	ERROR (2)	0.0123648	0.012613455764949322	1736704
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8a_true-termination.c	ERROR (2)	0.012019848	0.012236854061484337	1634304
C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8b_true-termination.c	ERROR (2)	0.012713304	0.012961120344698429	1736704
C_Integer/Stroeder_15/Copenhagen_true-termination.c	ERROR (2)	0.012978747	0.013144771568477154	1507328
C_Integer/Stroeder_15/GopanReps-CAV2006-Fig1a_true-termination.c.c	ERROR (2)	0.012858615	0.013085898011922836	1769472
C_Integer/Stroeder_15/Gothenburg_true-termination.c	ERROR (2)	0.012026587	0.01225307211279869	1622016
C_Integer/Stroeder_15/GulavaniGulwani-CAV2008-Fig1a_true-termination.c	ERROR (2)	0.01226009	0.01271777879446745	1630208
C_Integer/Stroeder_15/GulavaniGulwani-CAV2008-Fig1b_true-termination.c	ERROR (2)	0.01259257	0.012843606993556023	1495040
C_Integer/Stroeder_15/GulavaniGulwani-CAV2008-Fig1c_true-termination.c	ERROR (2)	0.012445819	0.012680650688707829	3379200
C_Integer/Stroeder_15/GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c	ERROR (2)	0.011898046	0.01207570917904377	1495040
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig1_true-termination.c	ERROR (2)	0.012144058	0.012348959222435951	1495040
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig4_true-termination.c	ERROR (2)	0.01208841	0.012318664230406284	1757184
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c	ERROR (2)	0.010725459	0.0109876012429595	1638400
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c	ERROR (2)	0.012496279	0.012694865465164185	1638400
C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c	ERROR (2)	0.012542419	0.012794259004294872	1769472
C_Integer/Stroeder_15/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c	ERROR (2)	0.011673598	0.011885536834597588	1769472
C_Integer/Stroeder_15/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination.c	ERROR (2)	0.012682002	0.012929636053740978	1748992
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex1_true-termination.c	ERROR (2)	0.012089674	0.012318460270762444	1511424
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex7_true-termination.c	ERROR (2)	0.012955466	0.01321784220635891	3117056
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex8_true-termination.c	ERROR (2)	0.011876857	0.012121397070586681	1753088
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex9_true-termination.c	ERROR (2)	0.0127726	0.013074295595288277	1757184
C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Fig1_true-termination.c	ERROR (2)	0.011757802	0.011957948096096516	1642496
C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex5_false-termination.c	ERROR (2)	0.011586594	0.012183019891381264	1605632
C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex6_false-termination.c	ERROR (2)	0.012327845	0.012608025223016739	1712128
C_Integer/Stroeder_15/Lobnya-Boolean-Reordered_true-termination.c	ERROR (2)	0.012913499	0.013165663927793503	1503232
C_Integer/Stroeder_15/Madrid_false-termination.c	ERROR (2)	0.01262999	0.01293080486357212	1642496
C_Integer/Stroeder_15/Masse-VMCAI2014-Ex6_true-termination.c	ERROR (2)	0.012935627	0.013248901814222336	1769472
C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1a_true-termination.c	ERROR (2)	0.011853966	0.012054532766342163	1769472
C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1b_true-termination.c	ERROR (2)	0.012635621	0.012897703796625137	1626112
C_Integer/Stroeder_15/MenloPark_true-termination.c	ERROR (2)	0.012970355	0.01319258101284504	3526656
C_Integer/Stroeder_15/Mysore_true-termination.c	ERROR (2)	0.012466011	0.015667513012886047	1769472
C_Integer/Stroeder_15/NonTermination1_false-termination.c	ERROR (2)	0.011911984	0.01218656450510025	1777664
C_Integer/Stroeder_15/NonTermination2_false-termination.c	ERROR (2)	0.012295027	0.012529667466878891	1777664
C_Integer/Stroeder_15/NonTermination4_false-termination.c	ERROR (2)	0.012421361	0.012640459463000298	1638400
C_Integer/Stroeder_15/NonTerminationSimple2_false-termination.c	ERROR (2)	0.012585721	0.014260687865316868	1732608
C_Integer/Stroeder_15/NonTerminationSimple3_false-termination.c	ERROR (2)	0.011902299	0.01209165807813406	1773568
C_Integer/Stroeder_15/NonTerminationSimple4_false-termination.c	ERROR (2)	0.012579806	0.01549016684293747	1744896
C_Integer/Stroeder_15/NonTerminationSimple5_false-termination.c	ERROR (2)	0.012197769	0.012416101060807705	3395584
C_Integer/Stroeder_15/NonTerminationSimple6_false-termination.c	ERROR (2)	0.012453145	0.014999362640082836	1748992
C_Integer/Stroeder_15/NonTerminationSimple7_false-termination.c	ERROR (2)	0.011466516	0.011658046394586563	1777664
C_Integer/Stroeder_15/NonTerminationSimple8_false-termination.c	ERROR (2)	0.012565944	0.012874356471002102	1634304
C_Integer/Stroeder_15/NonTerminationSimple9_false-termination.c	ERROR (2)	0.011916751	0.012140958569943905	1634304
C_Integer/Stroeder_15/NoriSharma-FSE2013-Fig7_true-termination.c	ERROR (2)	0.012602482	0.01405323762446642	1622016
C_Integer/Stroeder_15/NoriSharma-FSE2013-Fig8_true-termination.c	ERROR (2)	0.01232015	0.0125837167724967	1495040
C_Integer/Stroeder_15/Nyala-2lex_true-termination.c	ERROR (2)	0.012518014	0.01274188980460167	3399680
C_Integer/Stroeder_15/Parallel_true-termination.c	ERROR (2)	0.01258172	0.012857313267886639	1761280
C_Integer/Stroeder_15/Piecewise_true-termination.c	ERROR (2)	0.012658097	0.012844684533774853	1359872
C_Integer/Stroeder_15/PodelskiRybalchenko-LICS2004-Fig1_true-termination.c	ERROR (2)	0.011769493	0.012016204185783863	1769472
C_Integer/Stroeder_15/PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c	ERROR (2)	0.012947198	0.013507310301065445	1753088
C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c	ERROR (2)	0.010366185	0.01058160699903965	1630208
C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig2_true-termination.c	ERROR (2)	0.012610252	0.012834426015615463	1376256
C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c	ERROR (2)	0.012266151	0.012534522451460361	1744896
C_Integer/Stroeder_15/PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c	ERROR (2)	0.012400849	0.012663893401622772	1605632
C_Integer/Stroeder_15/PodelskiRybalchenko-VMCAI2004-Ex2_true-termination.c	ERROR (2)	0.010356261	0.010534681379795074	1777664
C_Integer/Stroeder_15/Pure2Phase_true-termination.c	ERROR (2)	0.012562586	0.013244331814348698	1773568
C_Integer/Stroeder_15/Pure3Phase_true-termination.c	ERROR (2)	0.012047564	0.012303583323955536	1757184
C_Integer/Stroeder_15/Rotation180_false-termination.c	ERROR (2)	0.012398832	0.013303286395967007	1777664
C_Integer/Stroeder_15/Stockholm_true-termination.c	ERROR (2)	0.011551714	0.011807003989815712	1748992
C_Integer/Stroeder_15/TelAviv-Amir-Minimum_true-termination.c	ERROR (2)	0.013181007	0.016216019168496132	3526656
C_Integer/Stroeder_15/Thun_true-termination.c	ERROR (2)	0.012383482	0.012599882669746876	1740800
C_Integer/Stroeder_15/Toulouse-BranchesToLoop_true-termination.c	ERROR (2)	0.01361516	0.013824274763464928	3506176
C_Integer/Stroeder_15/Toulouse-MultiBranchesToLoop_true-termination.c	ERROR (2)	0.013133142	0.013297522440552711	1454080
C_Integer/Stroeder_15/Urban-WST2013-Fig1_false-termination.c	ERROR (2)	0.012119384	0.012350550852715969	1507328
C_Integer/Stroeder_15/Urban-WST2013-Fig2-modified1000_true-termination.c	ERROR (2)	0.011540891	0.011732847429811954	1634304
C_Integer/Stroeder_15/Urban-WST2013-Fig2_true-termination.c	ERROR (2)	0.013249871	0.013504255563020706	5341184
C_Integer/Stroeder_15/UrbanMine-ESOP2014-Fig3_true-termination.c	ERROR (2)	0.011771943	0.011961717158555984	1482752
C_Integer/Stroeder_15/Velroyen_false-termination.c	ERROR (2)	0.012380151	0.012592487037181854	3395584
C_Integer/Stroeder_15/Waldkirch_true-termination.c	ERROR (2)	0.012489722	0.012734881602227688	1642496
C_Integer/Stroeder_15/WhileFalse_true-termination.c	ERROR (2)	0.012671887	0.012914727441966534	1757184
C_Integer/Stroeder_15/WhileTrue_false-termination.c	ERROR (2)	0.012185773	0.012392997741699219	1646592
C_Integer/Stroeder_15/aaron2_true-termination.c	ERROR (2)	0.012272967	0.01252056285738945	1748992
C_Integer/Stroeder_15/aaron3_true-termination.c	ERROR (2)	0.012835995	0.013070657849311829	1732608
C_Integer/Stroeder_15/easy1_true-termination.c	ERROR (2)	0.011845741	0.012115639634430408	1753088
C_Integer/Stroeder_15/easy2_true-termination.c	ERROR (2)	0.012300121	0.012562958523631096	1757184
C_Integer/Stroeder_15/gcd1_true-termination.c	ERROR (2)	0.012955988	0.013172684237360954	1634304
C_Integer/Stroeder_15/genady_true-termination.c	ERROR (2)	0.011544532	0.011780418455600739	1769472
C_Integer/Stroeder_15/min_rf_true-termination.c	ERROR (2)	0.011388624	0.011734340339899063	1617920
C_Integer/Ton_Chanh_15/2Nested_false-termination.c	ERROR (2)	0.011767375	0.012006634846329689	1761280
C_Integer/Ton_Chanh_15/Bangalore_false-termination.c	ERROR (2)	0.0119523	0.01217135414481163	1757184
C_Integer/Ton_Chanh_15/Bangalore_v2_false-termination.c	ERROR (2)	0.010673935	0.010969272814691067	1622016
C_Integer/Ton_Chanh_15/Bangalore_v3_false-termination.c	ERROR (2)	0.012808436	0.013036917895078659	1617920
C_Integer/Ton_Chanh_15/Bangalore_v4_true-termination.c	ERROR (2)	0.010725663	0.010892041027545929	1486848
C_Integer/Ton_Chanh_15/Benghazi_nondet_true-termination.c	ERROR (2)	0.013135943	0.013339160941541195	1499136
C_Integer/Ton_Chanh_15/Cairo_nondet_false-termination.c	ERROR (2)	0.011157164	0.011363644152879715	1728512
C_Integer/Ton_Chanh_15/Cairo_step2_false-termination.c	ERROR (2)	0.012758823	0.012979651801288128	1630208
C_Integer/Ton_Chanh_15/Copenhagen_disj_true-termination.c	ERROR (2)	0.011774599	0.01204201765358448	1617920
C_Integer/Ton_Chanh_15/Gothenburg_v2_true-termination.c	ERROR (2)	0.011199782	0.011433172971010208	1740800
C_Integer/Ton_Chanh_15/Hanoi_2vars_false-termination.c	ERROR (2)	0.013424843	0.013889350928366184	1638400
C_Integer/Ton_Chanh_15/Hanoi_3vars_false-termination.c	ERROR (2)	0.012588455	0.012832599692046642	1753088
C_Integer/Ton_Chanh_15/Hanoi_plus_false-termination.c	ERROR (2)	0.012355451	0.012656884267926216	3391488
C_Integer/Ton_Chanh_15/McCarthy91_Iteration_true-termination.c	ERROR (2)	0.012026589	0.01230653002858162	1626112
C_Integer/Ton_Chanh_15/Mysore_false-termination.c	ERROR (2)	0.012348567	0.012681633234024048	1626112
C_Integer/Ton_Chanh_15/Singapore_plus_false-termination.c	ERROR (2)	0.013103854	0.01334997359663248	1495040
C_Integer/Ton_Chanh_15/Singapore_true-termination.c	ERROR (2)	0.012521913	0.01278031338006258	1748992
C_Integer/Ton_Chanh_15/Singapore_v1_false-termination.c	ERROR (2)	0.013088602	0.013378456234931946	1740800
C_Integer/Ton_Chanh_15/Singapore_v2_false-termination.c	ERROR (2)	0.011903551	0.012148047797381878	1626112
